COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,COMMENTS,SiteType,ANALOG_CHANNEL,STATION_ID,SYSTEM_NAME,DatasetType,MEASURING_DEVICE,DEVICE_TYPE,STATUS,LAT,LON,DataEntryMethod,Telemetry,StationPage,NoOfYears,StartYr,EndYr,TOTAL_RECORDS,TOTAL_NEGATIVE,TOTAL_ZERO,TOTAL_95th,TOTAL_IQR,TOTAL_RoC,TOTAL_REPEATED,TOTAL_IF,TOTAL_FLAGGED,FLAG_RATIO,ZERO_RATIO
CU_SCADA            ,CUWCD Scada,4879,0450 DEER CREEK BELOW DEER CREEK DAM                                            ,OREM\DC\ANALOG\PD_FLOW                  ,Provo Deer Creek - Inflow(small tributary to Provo River below Deer Creek Dam)                                                                                                                          ,Stream,1,4879,PROVO RIVER                                                 ,Observational,                                    ,DIGITAL     ,A,40.40474501,-111.5341746,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=4879,28,1997,2025,8894,0,0,427,597,22,368,427,1021,11.48%,0.00%
CU_SCADA            ,CUWCD Scada,4924,1080 OLMSTED INTAKE                                                             ,SCADA.ODPLFLOW.F_CV                     ,tag for olmsted total diversion from the Provo per Will gardner 12-27-2023                                                                                                                              ,Conveyance,1,4924,PROVO RIVER                                                 ,Observational,                                    ,DIGITAL     ,A,40.34876881,-111.5887364,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=4924,26,1997,2024,8967,0,316,432,0,0,196,432,1163,12.97%,3.52%
CU_SCADA            ,CUWCD Scada,4954,0460 STRAWBERRY TUNNEL                                                          ,ST2FLOW_PUB                             ,"Strawberry Tunnel Plunger Valve, Created by LSR 2022                                                                                                                                                    ",Conveyance,1,4954,SPANISH FORK RIVER                                          ,Observational,"Scraped from CUWCD, see schematic   ",DIGITAL     ,A,40.16526378,-111.1944564,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=4954,22,1998,2025,5448,0,1931,147,44,19,2151,173,4236,77.75%,35.44%
USGS                ,USGS Gage,5138,USGS GOGGIN DRAIN                                                               ,10172630,GOGGIN Drain Data from USGS station 10172630                                                                                                                                                            ,Stream,1,5138,LOWER JORDAN RIVER                                          ,Observational,                                    ,DIGITAL     ,A,40.81675025,-112.1014163,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=5138,16,2010,2025,5561,0,0,276,767,4,219,278,965,17.35%,0.00%
MILLCREEK2          ,Mill Creek 2,5229,MOAB IRR CO DIVERSION 3                                                         ,C                                       ,MIC3                                                                                                                                                                                                    ,Conveyance,1,5229,MILL CREEK (MOAB)                                           ,Observational,Seametrics Electromagnetic Meter    ,FLOWMETER   ,A,38.56083046,-109.5229448,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=5229,26,2000,2025,5976,0,1563,219,318,38,729,219,2651,44.36%,26.15%
MILLCREEK2          ,Mill Creek 2,5230,MOAB IRR CO DIVERSION 2                                                         ,B                                       ,MIC 2                                                                                                                                                                                                   ,Conveyance,1,5230,MILL CREEK (MOAB)                                           ,Observational,Dynosonic Flow Meter (2016)         ,FLOWMETER   ,A,38.56234423,-109.52928,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=5230,26,2000,2025,5790,0,1771,200,236,50,776,161,2760,47.67%,30.59%
USGS                ,USGS Gage,5259,00  CORINNE                                                                     ,10126000,"BEAR RIVER NEAR CORINNE, UT                                                                                                                                                                             ",Stream,1,5259,LOWER BEAR RIVER                                            ,Observational,                                    ,,A,41.57627599,-112.1007267,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=5259,24,2001,2025,6542,0,26,322,381,2,100,323,504,7.70%,0.40%
CU_SCADA            ,CUWCD Scada,5265,0461 STRAWBERRY TUNNEL 20-INCH BYPASS                                           ,DF_SYS\SYAR_INLET\STBPFLOW\FLOW_PV      ,"Strawberry Tunnel Bypass Flow, Created By LSR 2022                                                                                                                                                      ",Conveyance,1,5265,SPANISH FORK RIVER                                          ,Observational,"Scraped from CUWCD, see schematic   ",DIGITAL     ,A,40.165479,-111.1885763,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=5265,26,2000,2025,7587,81,3990,168,4267,11,1062,74,5339,70.37%,52.59%
CU_SCADA            ,CUWCD Scada,8374,SPRING CREEK BELOW HIGHWAY 113                                                  ,HEBER.DMSCFLOW.F_CV                     ,Spring Creek - Inflow                                                                                                                                                                                   ,Stream,1,8374,PROVO RIVER                                                 ,Observational,                                    ,DIGITAL     ,A,40.50825638,-111.439944,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=8374,20,2001,2024,6605,0,203,321,123,17,57,321,686,10.39%,3.07%
LITTLE COTTONWOOD CR,Little Cottonwood Creek,8452,BROWN DITCH                                                                     ,Brown Ditch                             ,Depth / Velocity Sensor in box culvert                                                                                                                                                                  ,Conveyance,1,8452,LITTLE COTTONWOOD CREEK                                     ,Observational,Velocity / Depth Sensor             ,,A,40.63979187,-111.8628773,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=8452,17,2000,2025,1923,0,718,59,1,2,744,61,1504,78.21%,37.34%
MWDSLS              ,Metropolitan Water District of Salt Lake & Sandy,8456,WTP TAILRACE                                                                    ,5,LCC LCWTP                                                                                                                                                                                               ,Conveyance,1,8456,LITTLE COTTONWOOD CREEK                                     ,Observational,Flow Meter                          ,,A,40.58489107,-111.8007291,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=8456,25,2000,2025,4545,0,1036,176,234,4,1272,175,2502,55.05%,22.79%
