COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,COMMENTS,SiteType,ANALOG_CHANNEL,STATION_ID,SYSTEM_NAME,DatasetType,MEASURING_DEVICE,DEVICE_TYPE,STATUS,LAT,LON,DataEntryMethod,Telemetry,StationPage,NoOfYears,StartYr,EndYr,TOTAL_RECORDS,TOTAL_NEGATIVE,TOTAL_ZERO,TOTAL_95th,TOTAL_IQR,TOTAL_RoC,TOTAL_REPEATED,TOTAL_IF,TOTAL_RSD,TOTAL_FLAGGED,FLAG_RATIO,ZERO_RATIO,REPEATED_RATIO
LITTLEBEAR          ,Little Bear River (Cache),2778,PORCUPINE RESERVOIR OUTLET                                                      ,IKD                                     ,Porcupine Outlet; Radio - 212 Porcupine                                                                                                                                                                 ,Reservoir Release,1.0,2778,LITTLE BEAR RIVER                                           ,Observational,Spirax UTM20 flowmeter              ,FLOWMETER   ,A,41.51816688,-111.747908,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2778,26,1990.0,2024.0,5256,0,2025,162,86,10,487,157,0,2694,51.26%,38.53%,18.08%
LITTLEBEAR          ,Little Bear River (Cache),2779,HIGHLINE CANAL                                                                  ,IK0                                     ,Highline Canal                                                                                                                                                                                          ,Conveyance,1.0,2779,LITTLE BEAR RIVER                                           ,Observational,3 FT FLUME                          ,DIGITAL     ,A,41.51816889,-111.7544164,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2779,55,1965.0,2024.0,8557,0,1293,364,0,1,2247,363,0,3917,45.78%,15.11%,57.37%
USGS                ,USGS Gage,2785,USGS LITTLE BEAR AT PARADISE                                                    ,10105900,Little Bear River (Paradise)                                                                                                                                                                            ,Stream,1.0,2785,LITTLE BEAR RIVER                                           ,Observational,USGS GAGING STATION                 ,,A,41.57548356,-111.8552131,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2785,36,1988.0,2025.0,8394,0,0,420,1165,5,1267,418,12,2431,28.96%,0.00%,52.12%
LITTLEBEAR          ,Little Bear River (Cache),2786,EAST FORK                                                                       ,IKF                                     ,East Fork Little Bear at Cinnamon Creek                                                                                                                                                                 ,Stream,1.0,2786,LITTLE BEAR RIVER                                           ,Observational,rated section                       ,STAGE       ,A,41.51811582,-111.7144354,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2786,31,1986.0,2025.0,4496,0,101,220,532,7,1815,219,56,2405,53.49%,2.25%,75.47%
USBR                ,USBR,2787,HYRUM RESERVOIR CONTENTS                                                        ,HYRUM|storage                           ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `HYRUM`|`storage` at 8:30AM                                                                                                                             ,Reservoir,1.0,2787,LITTLE BEAR RIVER                                           ,Observational,many                                ,,A,41.62322863,-111.868507,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2787,27,1990.0,2025.0,5881,0,0,294,1,2,381,294,1,629,10.70%,0.00%,60.57%
USGS                ,USGS Gage,2823,USGS SOUTH FORK OGDEN RIVER NEAR HUNTSVILLE UT                                  ,10137500,Ogden River South Fork USGS                                                                                                                                                                             ,Stream,1.0,2823,OGDEN RIVER                                                 ,Observational,RATED SECTION                       ,,A,41.26866012,-111.6740607,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2823,34,1957.0,2025.0,9681,0,122,478,1287,2,2378,475,33,3788,39.13%,1.26%,62.78%
BEAR_UPPER          ,Bear River (UPPER),2850,FRANCIS LEE CANAL                                                               ,12618,Francis Lee Canal                                                                                                                                                                                       ,Conveyance,1.0,2850,UPPER BEAR                                                  ,Observational,76-inch Ramp Flume                  ,,A,41.52144167,-111.0306078,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2850,47,1965.0,2024.0,8399,0,2724,280,8,0,1442,284,0,4392,52.29%,32.43%,32.83%
BEAR_UPPER          ,Bear River (UPPER),2851,BEAR RIVER CANAL                                                                ,12191,Bear River Canal                                                                                                                                                                                        ,Conveyance,1.0,2851,UPPER BEAR                                                  ,Observational,ramp flume (120 cfs max)            ,,A,41.522606,-111.0307265,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2851,46,1970.0,2024.0,8135,0,1672,309,23,2,1537,324,0,3493,42.94%,20.55%,44.00%
BEAR_UPPER          ,Bear River (UPPER),2852,NEVILLE CANAL                                                                   ,12622,Neville Canal                                                                                                                                                                                           ,Conveyance,1.0,2852,UPPER BEAR                                                  ,Observational,3-foot ramp flume                   ,,A,41.52112313,-111.103339,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2852,51,1964.0,2024.0,8672,0,4245,199,66,1,727,216,0,5141,59.28%,48.95%,14.14%
BEAR_UPPER          ,Bear River (UPPER),2853,BOOTH CANAL                                                                     ,12204,Booth Canal                                                                                                                                                                                             ,Conveyance,1.0,2853,UPPER BEAR                                                  ,Observational,38-inch Ramp Flume                  ,,A,41.52170056,-111.1037306,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2853,51,1964.0,2024.0,8406,0,3972,220,151,24,905,220,16,5070,60.31%,47.25%,17.85%
BEAR_UPPER          ,Bear River (UPPER),2854,REES LAND & LIVESTOCK CANAL                                                     ,12630,Rees Land & Livestock Canal                                                                                                                                                                             ,Conveyance,1.0,2854,UPPER BEAR                                                  ,Observational,8-foot rating box                   ,,A,41.52358445,-111.1055553,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2854,51,1964.0,2024.0,8474,20,4847,178,1,3,732,169,1,5756,67.93%,57.20%,12.72%
BEAR_UPPER          ,Bear River (UPPER),2855,RANDOLPH WOODRUFF CANAL                                                         ,12626,Randolph & Woodruff                                                                                                                                                                                     ,Conveyance,1.0,2855,UPPER BEAR                                                  ,Observational,36-foot flume                       ,,A,41.52058184,-111.1308421,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2855,51,1964.0,2024.0,8917,0,559,415,1,2,1120,418,0,2345,26.30%,6.27%,47.76%
BEAR_UPPER          ,Bear River (UPPER),2856,CRAWFORD-THOMPSON CANAL                                                         ,12610,Crawford Thompson Canal                                                                                                                                                                                 ,Conveyance,1.0,2856,UPPER BEAR                                                  ,Observational,Ramp Flume                          ,,A,41.52605644,-111.1283905,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=2856,51,1959.0,2024.0,8883,0,554,417,0,3,2302,416,0,3362,37.85%,6.24%,68.47%
